%OpenBCI Raw EEG Data % %Sample Rate = 250.0 Hz %First Column = SampleIndex %Other Columns = EEG data in microvolts,,,,,,,,,,,,,,,,
-26,-766.46,2.21,-1638.52,-3354.8,-188.81,-3954.29,227,-2825.95,-766.46,2.21,-1638.52,-3354.8,-188.81,-3954.29,227,-2825.95
-25,-797.93,4.2,-1689.88,-3467.2,-203.2,-4084.36,229.8,-2921.51,-797.93,4.2,-1689.88,-3467.2,-203.2,-4084.36,229.8,-2921.51
-24,-820.71,13.9,-1745.74,-3562.15,-199.74,-4197.25,240.55,-2997.84,-820.71,13.9,-1745.74,-3562.15,-199.74,-4197.25,240.55,-2997.84
-23,-838.57,14.1,-1785.95,-3670.22,-210.91,-4319.94,245.87,-3084.88,-838.57,14.1,-1785.95,-3670.22,-210.91,-4319.94,245.87,-3084.88
-22,-844.49,26.58,-1831.08,-3754.04,-203.58,-4418.83,258.9,-3153.81,-844.49,26.58,-1831.08,-3754.04,-203.58,-4418.83,258.9,-3153.81
-21,-872.54,15.15,-1877.08,-3856.88,-217.44,-4536.22,257.63,-3237.94,-872.54,15.15,-1877.08,-3856.88,-217.44,-4536.22,257.63,-3237.94
-20,-890.34,10.8,-1920.44,-3932.99,-208.45,-4628.11,274.9,-3301.69,-890.34,10.8,-1920.44,-3932.99,-208.45,-4628.11,274.9,-3301.69
-19,-924.67,1.86,-1961.88,-4031.09,-224.34,-4740.98,278.53,-3383.61,-924.67,1.86,-1961.88,-4031.09,-224.34,-4740.98,278.53,-3383.61
-18,-947.76,23.25,-2057.46,-4207.31,-246.67,-4952.45,270.57,-3537.21,-947.76,23.25,-2057.46,-4207.31,-246.67,-4952.45,270.57,-3537.21
-17,-949.61,35.03,-2103.01,-4281.12,-241.02,-5041.75,280.22,-3599.61,-949.61,35.03,-2103.01,-4281.12,-241.02,-5041.75,280.22,-3599.61
-16,-970.36,23.69,-2153.12,-4382.71,-267.68,-5155.21,262.99,-3685.98,-970.36,23.69,-2153.12,-4382.71,-267.68,-5155.21,262.99,-3685.98
-15,-979.01,28.05,-2188.55,-4451.62,-264.22,-5236.57,272.74,-3743.54,-979.01,28.05,-2188.55,-4451.62,-264.22,-5236.57,272.74,-3743.54
-14,-1005.58,15.49,-2221.23,-4536.44,-282.5,-5335.47,269.72,-3813.41,-1005.58,15.49,-2221.23,-4536.44,-282.5,-5335.47,269.72,-3813.41
-13,-1006.77,36.23,-2254.82,-4594.02,-281.79,-5408.92,278.61,-3867.68,-1006.77,36.23,-2254.82,-4594.02,-281.79,-5408.92,278.61,-3867.68
-12,-1025.36,38.15,-2292.53,-4671.8,-300.63,-5498.19,272.27,-3933.84,-1025.36,38.15,-2292.53,-4671.8,-300.63,-5498.19,272.27,-3933.84
-11,-1031.13,42.2,-2315.13,-4720.26,-290.15,-5558.83,288.14,-3974.3,-1031.13,42.2,-2315.13,-4720.26,-290.15,-5558.83,288.14,-3974.3
-10,-1057.73,39.88,-2350.02,-4783.61,-296.79,-5632.24,293.48,-4026.8,-1057.73,39.88,-2350.02,-4783.61,-296.79,-5632.24,293.48,-4026.8
-9,-1073.2,41.31,-2381.2,-4837.5,-292.03,-5695.25,301.59,-4073.2,-1073.2,41.31,-2381.2,-4837.5,-292.03,-5695.25,301.59,-4073.2
-8,-1095.44,36.99,-2414.75,-4897.85,-298.04,-5767.49,299.78,-4123.92,-1095.44,36.99,-2414.75,-4897.85,-298.04,-5767.49,299.78,-4123.92
-7,-1107.33,37.55,-2432.74,-4947.2,-292.65,-5824.6,308.97,-4166.57,-1107.33,37.55,-2432.74,-4947.2,-292.65,-5824.6,308.97,-4166.57
-6,-1129.08,28.97,-2462.36,-5000.73,-291.33,-5883.81,313.77,-4207.87,-1129.08,28.97,-2462.36,-5000.73,-291.33,-5883.81,313.77,-4207.87
-5,-1146.26,25.03,-2477.87,-5052.32,-292.34,-5940.71,323.83,-4245.22,-1146.26,25.03,-2477.87,-5052.32,-292.34,-5940.71,323.83,-4245.22
-4,-1151.74,24.77,-2502.99,-5098.14,-295.33,-5995.59,327.54,-4283.11,-1151.74,24.77,-2502.99,-5098.14,-295.33,-5995.59,327.54,-4283.11
-3,-1159.21,22.24,-2517.72,-5148.34,-299.27,-6052.58,333.51,-4324.53,-1159.21,22.24,-2517.72,-5148.34,-299.27,-6052.58,333.51,-4324.53
-2,-1183.19,25.97,-2584.98,-5266.29,-302.75,-6189.8,350.72,-4418.72,-1183.19,25.97,-2584.98,-5266.29,-302.75,-6189.8,350.72,-4418.72
-1,-1213.54,9.23,-2606.46,-5315.65,-323.41,-6247.54,346.56,-4458.59,-1213.54,9.23,-2606.46,-5315.65,-323.41,-6247.54,346.56,-4458.59
0,-1212.83,17.32,-2632.12,-5342.02,-321.82,-6286.14,351.37,-4486.46,-1212.83,17.32,-2632.12,-5342.02,-321.82,-6286.14,351.37,-4486.46
-29,-1225.37,6.17,-2647.61,-5389.9,-335.23,-6346.98,341.67,-4535.57,-1225.37,6.17,-2647.61,-5389.9,-335.23,-6346.98,341.67,-4535.57
